Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr5	5	44538990	49441966	4902977	0.6258	Unbalanced	S-tag327545	S-tag275353	67792	67670	123
chr5	5	49502256	150332809	100830554	0.884	Unbalanced	S-tag130764	S-tag266925	74747	67793	6955
chr5	5	150353775	180698312	30344538	0.8568	Unbalanced	S-tag185876	S-tag320993	76910	74748	2163
chr6	6	204909	18897187	18692279	0.8825	Unbalanced	S-tag032787	S-tag149315	78301	76911	1391
chr6	6	18914211	27015052	8100842	0.8377	Unbalanced	S-tag224882	S-tag060140	78867	78302	566
chr6	6	27041282	170913051	143871770	0.8755	Unbalanced	S-tag241997	S-tag281247	89630	78868	10763
chr7	7	41421	1143127	1101707	0.5	Hetero	S-tag316675	S-tag253834	89758	89631	128
chr7	7	1145868	2018418	872551	0.5447	Unbalanced	S-tag172223	S-tag164495	89827	89759	69
chr7	7	2052318	91645265	89592948	0.5	Hetero	S-tag292994	S-tag074878	96188	89828	6361
chr7	7	91653851	91967371	313521	0.5616	Unbalanced	S-tag202847	S-tag229501	96224	96189	36
chr7	7	91985871	111251449	19265579	0.5	Hetero	S-tag275706	S-tag136084	97675	96225	1451
chr7	7	111296229	112262623	966395	0.5534	Unbalanced	S-tag157818	S-tag202028	97742	97676	67
chr7	7	112268523	126845086	14576564	0.5	Hetero	S-tag123109	S-tag178174	99033	97743	1291
chr7	7	126848094	127857891	1009798	0.5298	Unbalanced	S-tag145976	S-tag250921	99111	99034	78
chr7	7	127878783	159118443	31239661	0.5	Hetero	S-tag021128	S-tag164900	101597	99112	2486
chr8	8	172417	38516169	38343753	0.5	Hetero	S-tag057861	S-tag264252	105055	101598	3458
chr8	8	38528508	39480366	951859	0.5269	Unbalanced	S-tag073478	S-tag226190	105119	105056	64
chr8	8	39502217	64428514	24926298	0.5	Hetero	S-tag297829	S-tag034827	106763	105120	1644
chr8	8	64454446	65263089	808644	0.5253	Unbalanced	S-tag181181	S-tag276963	106818	106764	55
chr8	8	65276204	90406301	25130098	0.5	Hetero	S-tag276227	S-tag187187	108663	106819	1845
chr8	8	90417333	91397407	980075	0.5272	Unbalanced	S-tag280732	S-tag310173	108741	108664	78
chr8	8	91405534	96794835	5389302	0.5	Hetero	S-tag311466	S-tag102691	109114	108742	373
chr8	8	96815218	100904277	4089060	0.5319	Unbalanced	S-tag263667	S-tag254149	109430	109115	316
chr8	8	100908757	146292734	45383978	0.5	Hetero	S-tag122583	S-tag181025	113551	109431	4121
chr9	9	204738	20772285	20567548	0.7867	Unbalanced	S-tag285604	S-tag068791	115334	113552	1783
chr9	9	20791695	21940199	1148505	0.5	Hetero	S-tag001937	S-tag081711	115441	115335	107
chr9	9	21940588	25514397	3573810	0.8187	Unbalanced	S-tag222959	S-tag215913	115798	115442	357
chr9	9	25528913	141054761	115525849	0.8434	Unbalanced	S-tag258572	S-tag292642	122083	115799	6285
chr10	10	126070	135434303	135308234	0.5	Hetero	S-tag288298	S-tag259257	131774	122084	9691
chr11	11	192764	3051476	2858713	0.8214	Unbalanced	S-tag179986	S-tag060624	132013	131775	239
chr11	11	3057633	30008162	26950530	0.8535	Unbalanced	S-tag046321	S-tag139491	133956	132014	1943
chr11	11	30023175	93617540	63594366	0.5	Hetero	S-tag194321	S-tag174197	138406	133957	4450
chr11	11	93628327	115078492	21450166	0.8874	Unbalanced	S-tag115332	S-tag308157	140086	138407	1680
chr11	11	115092997	134938847	19845851	0.858	Unbalanced	S-tag208362	S-tag183870	141718	140087	1632
chr12	12	189400	1411803	1222404	0.6386	Unbalanced	S-tag092992	S-tag186505	141938	141719	220
chr12	12	1416592	11997620	10581029	0.627	Unbalanced	S-tag243757	S-tag244581	142815	141939	877
chr12	12	12000019	14342618	2342600	0.616	Unbalanced	S-tag231537	S-tag147842	143012	142816	197
chr12	12	14354060	15444618	1090559	0.6986	Unbalanced	S-tag170189	S-tag172159	143088	143013	76
chr12	12	15460015	24964523	9504509	0.6296	Unbalanced	S-tag268266	S-tag288181	143843	143089	755
chr12	12	24985169	32574217	7589049	0.6372	Unbalanced	S-tag256237	S-tag293805	144409	143844	566
chr12	12	32589407	133818115	101228709	0.5	Hetero	S-tag011504	S-tag062823	152071	144410	7662
chr13	13	19084823	56368518	37283696	0.5	Hetero	S-tag129068	S-tag297102	155165	152072	3094
chr13	13	56378077	57684073	1305997	0.5648	Unbalanced	S-tag156636	S-tag090181	155253	155166	88
chr13	13	57698686	115103150	57404465	0.5	Hetero	S-tag243012	S-tag056489	160002	155254	4749
chr14	14	20219083	104160061	83940979	0.5	Hetero	S-tag079171	S-tag193735	166352	160003	6350
chr14	14	104162940	105024514	861575	0.5519	Unbalanced	S-tag134334	S-tag142214	166426	166353	74
chr14	14	105035755	107282024	2246270	0.5	Hetero	S-tag122108	S-tag253878	166755	166427	329
chr15	15	20161372	25509756	5348385	0.5	Hetero	S-tag171992	S-tag205390	166921	166756	166
chr15	15	25527526	27279444	1751919	0.5607	Unbalanced	S-tag092509	S-tag325574	167051	166922	130
chr15	15	27294463	31183747	3889285	0.5	Hetero	S-tag170408	S-tag224359	167265	167052	214
chr15	15	31209518	31749336	539819	0.5579	Unbalanced	S-tag147893	S-tag107926	167301	167266	36
chr15	15	31762417	40129204	8366788	0.5	Hetero	S-tag203448	S-tag266651	167913	167302	612
chr15	15	40154164	41178874	1024711	0.5481	Unbalanced	S-tag087865	S-tag088269	168042	167914	129
chr15	15	41202230	52008565	10806336	0.5	Hetero	S-tag116111	S-tag141374	168829	168043	787
chr15	15	52021607	55262451	3240845	0.5516	Unbalanced	S-tag206145	S-tag158007	169046	168830	217
chr15	15	55281181	59140329	3859149	0.5	Hetero	S-tag237226	S-tag184376	169355	169047	309
chr15	15	59159259	67029395	7870137	0.5466	Unbalanced	S-tag221958	S-tag161339	169940	169356	585
chr15	15	67030866	76421185	9390320	0.5	Hetero	S-tag162948	S-tag266853	170677	169941	737
chr15	15	76447903	79773939	3326037	0.5571	Unbalanced	S-tag284080	S-tag006710	170964	170678	287
chr15	15	79796506	94700147	14903642	0.5	Hetero	S-tag288805	S-tag067052	172113	170965	1149
chr15	15	94724561	97741743	3017183	0.5686	Unbalanced	S-tag189099	S-tag191671	172315	172114	202
chr15	15	97753616	102397317	4643702	0.5	Hetero	S-tag224225	S-tag076385	172764	172316	449
chr16	16	83887	71722209	71638323	0.5	Hetero	S-tag168326	S-tag000720	177072	172765	4308
chr16	16	71725513	72304915	579403	0.6127	Unbalanced	S-tag059400	S-tag264395	177125	177073	53
chr16	16	72323298	72622827	299530	0.5292	Unbalanced	S-tag311183	S-tag238150	177146	177126	21
chr16	16	72647306	90158005	17510700	0.5	Hetero	S-tag211478	S-tag141503	178602	177147	1456
chr17	17	400959	16114896	15713938	0.627	Unbalanced	S-tag289750	S-tag321041	179927	178603	1325
chr17	17	16129795	19669708	3539914	0.6072	Unbalanced	S-tag051358	S-tag014819	180163	179928	236
chr17	17	19688945	27061271	7372327	0.625	Unbalanced	S-tag242446	S-tag284986	180477	180164	314
chr17	17	27079415	41286822	14207408	0.6719	Unbalanced	S-tag234655	S-tag129160	181887	180478	1410
chr17	17	41292739	56328214	15035476	0.6259	Unbalanced	S-tag148666	S-tag243849	183072	181888	1185
chr17	17	56344656	58912708	2568053	0.6055	Unbalanced	S-tag230153	S-tag066204	183281	183073	209
chr17	17	58927505	62185764	3258260	0.6252	Unbalanced	S-tag084566	S-tag055970	183536	183282	255
chr17	17	62204560	65490740	3286181	0.5	Hetero	S-tag181142	S-tag048313	183797	183537	261
chr17	17	65516649	76334905	10818257	0.6259	Unbalanced	S-tag203487	S-tag237783	184576	183798	779
chr17	17	76360538	77320592	960055	0.5936	Unbalanced	S-tag293528	S-tag160799	184655	184577	79
chr17	17	77346392	78923007	1576616	0.6235	Unbalanced	S-tag218670	S-tag299168	184907	184656	252
chr17	17	78925383	80263427	1338045	0.61	Unbalanced	S-tag097833	S-tag027976	185023	184908	116
chr18	18	12842	78007784	77994943	0.8879	Unbalanced	S-tag291980	S-tag113045	190617	185024	5594
chr19	19	247232	15859712	15612481	0.8968	Unbalanced	S-tag031412	S-tag060419	192056	190618	1439
chr19	19	15886542	36549690	20663149	0.5	Hetero	S-tag137763	S-tag147774	193426	192057	1370
chr19	19	36563749	38106865	1543117	0.5256	Unbalanced	S-tag168034	S-tag106706	193528	193427	102
chr19	19	38129736	59093239	20963504	0.5	Hetero	S-tag019251	S-tag125192	195453	193529	1925
chr20	20	69094	62912463	62843370	0.5	Hetero	S-tag083344	S-tag288225	200568	195454	5115
chr21	21	9648315	48097610	38449296	0.8713	Unbalanced	S-tag044213	S-tag151578	202915	200569	2347
chr22	22	16054713	51213826	35159114	0.8827	Unbalanced	S-tag002075	S-tag053493	205709	202916	2794
chrX	23	177942	26460304	26282363	0.8598	Unbalanced	S-tag184863	S-tag184931	207548	205710	1839
chrX	23	26478127	43769715	17291589	0.7701	Unbalanced	S-tag270455	S-tag326120	208833	207549	1285
chrX	23	43776244	155219364	111443121	0.8924	Unbalanced	S-tag048647	S-tag256428	216908	208834	8075
chrY	24	2660163	14591272	11931110	0.6976	Unbalanced	S-tag316182	S-tag290863	217123	216909	215
chrY	24	14610971	28799935	14188965	0.8401	Unbalanced	S-tag052937	S-tag022127	217522	217124	399
